I_magnitude,period_days,I_band_amplitude,V_minus_I_color,star_type
15.605,2.5806403,0.498,0.7199999999999989,Cepheid
15.678,3.4292095,0.423,0.9659999999999975,Cepheid
15.495,2.5877856,0.563,0.668000000000001,Cepheid
15.354,3.1175556,0.323,0.7170000000000023,Cepheid
15.128,3.9093479,0.214,0.782,Cepheid
16.737,1.134792,0.317,0.6680000000000028,Cepheid
15.348,3.6099235,0.48,0.8770000000000007,Cepheid
15.657,3.0792263,0.379,0.8629999999999995,Cepheid
15.51,3.0378546,0.283,0.7090000000000014,Cepheid
15.511,2.6900476,0.5,0.6810000000000009,Cepheid
14.642,5.9934525,0.101,0.8239999999999998,Cepheid
15.377,3.1960856,0.45,0.7479999999999993,Cepheid
15.218,4.0329591,0.332,0.8399999999999999,Cepheid
14.768,5.8299557,0.358,0.738999999999999,Cepheid
16.145,1.8308075,0.429,0.7220000000000013,Cepheid
15.473,2.5055971,0.729,0.6530000000000005,Cepheid
15.497,3.0252529,0.498,0.7579999999999991,Cepheid
15.549,2.9195001,0.398,0.782,Cepheid
14.628,5.1030234,0.479,0.766,Cepheid
14.428,6.5532865,0.345,0.8579999999999988,Cepheid
14.303,7.010495,0.528,0.8109999999999999,Cepheid
15.403,2.9701293,0.51,0.6979999999999986,Cepheid
14.451,5.5485136,0.549,0.6939999999999991,Cepheid
14.626,5.0711482,0.596,0.7060000000000013,Cepheid
13.394,15.9891376,0.743,0.8260000000000005,Cepheid
15.577,3.1069482,0.516,0.8770000000000007,Cepheid
13.49,13.9781139,0.668,0.7650000000000006,Cepheid
15.544,2.9101747,0.515,0.7409999999999997,Cepheid
13.832,12.0903122,0.531,0.9870000000000001,Cepheid
15.487,3.2003705,0.456,0.7670000000000012,Cepheid
16.049,1.6442093,0.522,0.6430000000000007,Cepheid
15.191,3.7176562,0.4,0.8300000000000001,Cepheid
14.617,5.2393607,0.57,0.6789999999999985,Cepheid
14.9,4.4211274,0.592,0.734,Cepheid
14.476,7.875625,0.41,0.8629999999999995,Cepheid
15.486,2.7138774,0.537,0.6609999999999978,Cepheid
12.984,21.610076,0.279,0.9960000000000004,Cepheid
14.132,3.5679883,0.153,0.9299999999999997,Cepheid
14.578,5.8465589,0.447,0.8550000000000004,Cepheid
15.75,2.2950206,0.464,0.7390000000000008,Cepheid
